metrics_id,date,warehouse_id,supplier_id,inventory_turnover,stock_accuracy_percent,stockout_incidents,overstock_value_sar,order_fulfillment_rate,average_order_cycle_time_days,on_time_delivery_rate,order_accuracy_rate,supplier_performance_score,supplier_reliability_percent,cost_savings_sar,transportation_cost_sar,fuel_efficiency_km_per_liter,route_optimization_savings_sar,defect_rate_percent,customer_satisfaction_score,return_rate_percent,carbon_footprint_kg_co2,waste_reduction_percent,sustainability_score,created_at
SCM98404,2025-06-03T14:37:44,WH978,SUP7859,8.6,97.64,5,22308.85,0.95,4.69,0.881,0.987,4.4,86.63,11177.71,62618.13,11.92,7126.23,1.42,4.9,1.55,6200.7,10.35,4.3,2025-10-04T21:15:16.907627
SCM75684,2025-02-18T08:56:02,WH899,SUP6312,4.68,99.44,10,66239.04,0.982,7.62,0.945,0.98,3.6,92.98,20594.82,40001.98,11.05,14546.66,0.46,4.7,0.85,6122.17,22.85,4.8,2025-10-04T21:15:16.907684
SCM54777,2025-06-25T05:49:22,WH280,SUP2071,10.29,95.28,6,48034.53,0.972,2.63,0.89,0.983,3.9,88.85,34953.8,82404.68,10.96,14110.52,1.4,4.8,1.16,3738.43,7.81,4.1,2025-10-04T21:15:16.907741
SCM70681,2025-02-22T06:10:59,WH542,SUP4507,6.88,96.36,8,41941.2,0.941,5.6,0.944,0.98,4.6,93.39,43722.37,73811.6,6.52,7149.01,1.88,4.9,2.4,4722.07,21.13,3.4,2025-10-04T21:15:16.907798
SCM99719,2025-05-02T03:13:53,WH251,SUP6820,8.06,98.89,0,16382.62,0.944,7.83,0.923,0.953,4.8,86.41,26560.11,84904.93,10.83,4649.23,1.44,4.5,2.95,2011.35,24.0,5.0,2025-10-04T21:15:16.907854
SCM60362,2025-03-09T16:58:18,WH842,SUP7867,8.71,97.79,8,69056.88,0.925,5.33,0.925,0.987,4.4,89.36,41352.11,10326.32,9.24,11518.21,0.58,4.7,0.6,2683.49,20.28,3.1,2025-10-04T21:15:16.907911
SCM20581,2025-04-16T03:49:51,WH780,SUP5189,8.51,96.89,4,18235.24,0.977,3.41,0.926,0.959,3.8,94.42,33841.51,75458.38,10.7,8943.99,1.53,4.1,1.37,1665.32,19.67,4.9,2025-10-04T21:15:16.907982
SCM13564,2025-02-19T22:05:40,WH510,SUP3252,4.28,98.62,0,76183.53,0.962,5.89,0.966,0.957,4.4,96.0,32605.67,67450.59,7.26,4344.65,1.13,4.5,2.4,8105.87,21.07,4.3,2025-10-04T21:15:16.908039
SCM65547,2025-03-09T21:51:17,WH123,SUP8703,5.45,99.3,1,58386.51,0.977,6.98,0.962,0.957,4.8,92.86,24970.11,88812.51,9.37,17261.22,1.0,4.9,2.53,2221.32,21.38,5.0,2025-10-04T21:15:16.908096
SCM77772,2025-03-05T08:39:22,WH487,SUP9268,9.42,97.83,8,53589.46,0.976,6.41,0.93,0.963,3.8,97.24,19852.73,22583.92,11.02,9425.66,0.49,4.1,2.39,8393.43,21.24,4.1,2025-10-04T21:15:16.908152
SCM61768,2025-03-17T16:41:36,WH506,SUP7306,9.58,98.48,5,72340.62,0.954,8.62,0.93,0.953,4.6,93.05,5088.39,33426.72,10.96,2104.47,0.33,4.0,2.3,2854.02,22.81,3.7,2025-10-04T21:15:16.908208
SCM60920,2025-05-25T16:28:48,WH746,SUP4974,10.5,97.73,2,92170.17,0.971,5.45,0.94,0.963,4.7,90.14,26272.71,65206.46,7.48,9500.43,0.77,4.8,1.99,1124.06,14.73,4.3,2025-10-04T21:15:16.908264
SCM77511,2025-04-14T17:28:54,WH929,SUP5552,4.99,96.91,0,76838.38,0.971,5.01,0.883,0.966,4.8,86.24,41265.8,59417.83,6.09,11891.29,1.2,4.1,2.12,8636.6,11.27,4.2,2025-10-04T21:15:16.908320
SCM59017,2025-06-12T18:04:28,WH201,SUP6223,10.62,95.03,0,24035.95,0.939,5.53,0.953,0.97,4.9,87.05,44940.65,13122.33,9.55,14850.69,1.95,4.7,1.83,6752.12,9.45,4.4,2025-10-04T21:15:16.908384
SCM37850,2025-05-15T11:23:24,WH495,SUP7957,10.39,96.52,9,33301.17,0.979,6.12,0.951,0.96,4.9,88.48,32408.46,45347.45,8.12,14113.63,0.92,4.2,2.87,7413.66,5.24,4.6,2025-10-04T21:15:16.908442
SCM20107,2025-03-02T10:17:01,WH837,SUP1104,9.85,96.16,9,55719.09,0.957,3.44,0.942,0.966,4.0,85.97,23670.42,62526.96,11.91,14158.98,1.85,4.5,2.79,3479.31,22.35,4.7,2025-10-04T21:15:16.908499
SCM28405,2025-03-06T19:44:33,WH839,SUP9722,4.35,96.67,10,11357.06,0.933,3.68,0.899,0.981,3.8,87.57,20893.52,96301.27,6.48,13966.87,1.2,4.9,1.04,8777.83,13.37,4.8,2025-10-04T21:15:16.908554
SCM16864,2025-04-26T01:49:24,WH327,SUP5029,11.87,96.17,2,95513.76,0.958,6.07,0.933,0.974,3.5,93.31,21577.94,23466.87,7.46,9687.6,0.54,4.1,0.62,6942.21,8.03,3.6,2025-10-04T21:15:16.908610
SCM98024,2025-04-13T01:34:25,WH738,SUP1934,4.92,97.02,7,27839.72,0.932,3.67,0.904,0.97,3.7,97.39,8187.95,85236.66,11.47,3512.21,0.14,4.5,2.08,1780.24,19.36,3.4,2025-10-04T21:15:16.908666
SCM71689,2025-04-15T02:28:57,WH702,SUP5787,9.7,99.41,0,94092.45,0.978,7.5,0.969,0.971,4.6,93.22,6511.86,96527.77,8.1,6936.1,1.35,4.8,1.93,9181.24,12.44,4.3,2025-10-04T21:15:16.908723
SCM36761,2025-04-30T14:28:02,WH741,SUP1238,6.35,96.86,4,16832.63,0.925,5.71,0.926,0.971,3.5,97.86,22827.54,45604.06,11.39,7061.88,0.86,4.5,2.31,6139.74,5.66,3.4,2025-10-04T21:15:16.908786
SCM98454,2025-06-02T07:38:52,WH588,SUP4171,6.48,98.71,2,73730.98,0.931,3.17,0.953,0.986,4.2,87.65,5328.49,99733.78,7.16,2091.79,0.91,4.4,0.7,8145.65,18.93,4.0,2025-10-04T21:15:16.908843
SCM12493,2025-06-24T03:10:34,WH600,SUP2863,6.1,99.48,0,80982.41,0.988,8.52,0.885,0.986,3.8,97.82,10996.22,11193.33,7.69,8441.86,0.16,4.8,0.75,7990.54,6.62,3.9,2025-10-04T21:15:16.908899
SCM90684,2025-02-21T09:19:38,WH182,SUP5926,6.28,96.84,10,95285.02,0.937,2.81,0.941,0.959,3.6,94.13,7079.93,80059.04,9.91,11244.91,0.88,4.9,0.61,2833.31,20.2,4.0,2025-10-04T21:15:16.908956
SCM81428,2025-05-08T07:21:03,WH759,SUP4221,6.18,95.54,6,45775.85,0.923,3.85,0.933,0.958,4.7,95.33,9117.55,14068.18,6.32,14055.32,1.91,4.4,1.02,5582.4,9.4,3.1,2025-10-04T21:15:16.909011
SCM74544,2025-03-16T03:28:23,WH599,SUP4681,5.46,97.54,3,90948.72,0.938,7.1,0.908,0.986,4.8,87.02,31682.64,12743.03,11.48,7326.04,0.46,4.2,2.52,5793.61,20.5,4.0,2025-10-04T21:15:16.909068
SCM27800,2025-04-13T16:55:15,WH277,SUP4464,8.91,98.53,10,28652.68,0.956,5.73,0.935,0.96,4.4,87.0,19849.16,39128.5,11.91,8318.88,1.35,4.3,1.6,1162.38,22.19,4.1,2025-10-04T21:15:16.909131
SCM98537,2025-03-20T21:32:52,WH995,SUP1969,8.71,98.35,9,54769.51,0.983,3.18,0.895,0.984,4.2,87.39,6479.55,19581.65,8.6,19612.78,0.2,4.1,0.78,9238.24,17.64,3.5,2025-10-04T21:15:16.909190
SCM79599,2025-05-26T00:36:15,WH954,SUP7132,7.96,98.36,0,59954.69,0.964,6.65,0.924,0.959,3.7,93.27,42233.28,16498.76,8.16,9176.66,0.8,4.4,0.98,9885.89,13.95,4.9,2025-10-04T21:15:16.909253
SCM34917,2025-06-23T19:34:27,WH150,SUP4881,7.39,96.09,4,88709.77,0.988,2.74,0.931,0.985,3.6,94.95,12002.84,75812.19,11.41,7081.75,1.31,4.2,2.79,5306.42,21.76,3.2,2025-10-04T21:15:16.909309
SCM15090,2025-04-21T08:22:55,WH366,SUP4114,11.29,98.2,0,90077.72,0.945,9.99,0.95,0.955,4.4,94.77,47377.06,84094.37,8.54,7812.94,0.79,4.2,2.09,9487.77,7.25,4.2,2025-10-04T21:15:16.909392
SCM42661,2025-04-22T21:27:47,WH759,SUP7785,4.22,97.61,9,55614.73,0.924,6.71,0.906,0.98,3.8,91.04,30727.78,45686.61,6.74,10645.36,0.23,4.9,1.26,6903.55,10.67,3.3,2025-10-04T21:15:16.909452
SCM42627,2025-05-02T23:50:07,WH374,SUP2988,6.43,97.0,2,92114.02,0.961,9.92,0.885,0.967,4.9,86.04,18637.76,41271.8,8.56,11602.16,0.96,5.0,0.84,1107.29,20.27,3.5,2025-10-04T21:15:16.909508
SCM84175,2025-05-19T18:21:15,WH809,SUP1381,8.24,97.7,9,31890.29,0.93,9.35,0.916,0.983,4.4,91.45,29360.9,33318.86,11.02,17360.83,0.82,4.5,2.24,7960.25,6.11,4.7,2025-10-04T21:15:16.909577
SCM78948,2025-04-27T22:07:37,WH779,SUP9925,10.41,95.97,0,69439.42,0.972,9.6,0.927,0.985,4.3,86.91,16693.81,42234.82,8.71,16898.71,0.52,4.5,1.2,7393.65,6.77,3.2,2025-10-04T21:15:16.909650
SCM80803,2025-04-02T19:49:48,WH400,SUP6791,6.78,98.88,6,68926.93,0.927,6.16,0.958,0.951,4.3,89.63,39147.88,81501.27,11.03,17097.56,1.45,4.8,1.76,8220.01,23.03,4.4,2025-10-04T21:15:16.909758
SCM53979,2025-06-21T10:10:25,WH217,SUP1385,9.31,96.0,4,47739.92,0.933,3.92,0.966,0.966,4.9,96.07,24819.64,63442.74,9.76,14166.92,0.34,4.9,1.0,2308.51,19.21,4.5,2025-10-04T21:15:16.909832
SCM49460,2025-04-30T11:10:46,WH811,SUP5795,7.48,98.13,0,25012.51,0.928,5.03,0.93,0.963,4.7,90.86,40748.97,70595.89,7.45,8670.66,0.91,4.4,1.22,6504.91,6.92,4.5,2025-10-04T21:15:16.909892
SCM62138,2025-03-21T14:20:07,WH570,SUP3278,6.35,96.08,0,28718.94,0.984,4.98,0.962,0.981,4.7,86.39,14495.99,82595.74,6.74,16881.49,1.48,4.3,1.18,9028.04,24.45,3.6,2025-10-04T21:15:16.909952
SCM41531,2025-06-04T05:24:04,WH177,SUP7837,8.27,97.59,7,83422.76,0.972,8.63,0.949,0.96,3.9,91.02,27891.0,57496.83,6.33,17387.26,1.8,4.2,1.47,3227.86,24.43,4.9,2025-10-04T21:15:16.910011
SCM76704,2025-06-10T22:37:53,WH223,SUP8357,8.04,97.7,7,37377.69,0.988,6.96,0.905,0.974,3.8,96.38,46395.87,16426.13,8.66,17210.52,1.85,4.1,2.78,8450.04,8.59,3.7,2025-10-04T21:15:16.910084
SCM57222,2025-02-11T23:04:05,WH741,SUP1146,9.49,95.16,1,63855.41,0.966,4.93,0.895,0.965,3.9,91.69,49177.8,11376.81,8.63,3464.38,1.56,4.2,1.48,1670.17,20.02,3.0,2025-10-04T21:15:16.910146
SCM86677,2025-04-03T08:37:20,WH604,SUP4255,6.94,97.87,9,62316.65,0.943,9.35,0.949,0.975,5.0,89.9,42618.75,91775.67,10.17,9061.64,1.08,4.4,1.74,1126.41,20.61,3.6,2025-10-04T21:15:16.910204
SCM66550,2025-06-17T14:17:36,WH924,SUP2334,8.59,95.84,9,19282.07,0.926,7.65,0.895,0.983,3.6,95.16,27739.84,29706.03,7.59,19043.1,1.4,4.9,2.04,9927.24,19.68,4.4,2025-10-04T21:15:16.910262
SCM77802,2025-05-06T03:32:48,WH304,SUP3171,8.12,98.0,8,96054.57,0.946,4.73,0.901,0.955,4.2,86.33,34507.92,73986.38,9.7,8747.84,1.65,4.0,1.3,4448.71,24.24,3.1,2025-10-04T21:15:16.910321
SCM71524,2025-06-26T07:57:38,WH275,SUP1043,4.55,97.8,9,53039.41,0.981,6.05,0.947,0.984,4.3,89.89,24755.48,90835.08,10.67,9174.46,1.6,4.3,2.78,3364.38,23.6,4.0,2025-10-04T21:15:16.910380
SCM96364,2025-03-29T14:23:45,WH779,SUP9944,8.47,97.09,4,55342.37,0.934,7.45,0.951,0.975,4.8,85.61,38017.39,75443.54,8.85,16420.57,1.54,4.1,1.01,4990.51,8.14,3.5,2025-10-04T21:15:16.910438
SCM77727,2025-04-14T13:03:55,WH926,SUP6745,7.72,99.06,1,58957.97,0.977,4.34,0.969,0.98,4.8,87.21,31359.97,39467.53,6.38,12879.78,0.74,4.4,2.29,5180.52,10.19,3.9,2025-10-04T21:15:16.910515
SCM86311,2025-02-04T21:43:24,WH504,SUP9177,4.71,96.57,3,71725.04,0.95,9.35,0.912,0.95,3.8,95.43,20027.11,85562.93,11.17,12523.24,0.69,4.4,0.87,7257.82,10.74,3.8,2025-10-04T21:15:16.910574
SCM96683,2025-02-25T19:53:38,WH828,SUP4247,8.2,99.08,5,32075.82,0.986,7.33,0.914,0.973,4.1,97.81,41391.65,51175.91,7.54,4059.22,0.27,4.1,0.71,8651.62,5.66,4.3,2025-10-04T21:15:16.910641
SCM34549,2025-04-14T08:37:18,WH632,SUP2075,7.83,95.08,2,26021.88,0.924,5.84,0.923,0.986,4.9,90.76,26674.38,46492.6,6.01,8931.79,1.41,4.4,1.05,3944.35,15.04,4.0,2025-10-04T21:15:16.910699
SCM41863,2025-03-28T10:16:46,WH293,SUP5988,11.42,97.88,9,99266.7,0.936,7.83,0.914,0.977,4.1,88.79,18082.7,76985.08,11.03,8755.43,1.93,4.7,2.57,8103.47,7.37,4.1,2025-10-04T21:15:16.910758
SCM71012,2025-04-07T11:23:46,WH514,SUP9962,8.64,95.85,1,81442.26,0.969,7.98,0.959,0.974,4.7,94.25,29936.79,78743.39,8.62,14101.68,0.43,4.8,0.53,2244.25,23.1,4.4,2025-10-04T21:15:16.910815
SCM86593,2025-05-30T17:21:27,WH113,SUP3561,10.6,95.88,0,53438.19,0.985,3.91,0.942,0.986,4.6,87.49,47679.05,98809.21,11.4,14835.79,1.49,4.5,1.96,5667.64,6.26,3.9,2025-10-04T21:15:16.910878
SCM83163,2025-05-15T17:35:15,WH270,SUP5037,6.36,96.6,8,12029.46,0.95,9.98,0.966,0.955,4.0,87.38,14879.28,30147.97,11.16,2093.73,1.76,5.0,2.55,6668.82,10.99,4.5,2025-10-04T21:15:16.910936
SCM24410,2025-05-26T05:41:30,WH735,SUP9413,10.38,98.39,9,26037.27,0.965,5.07,0.93,0.979,4.1,95.04,6156.72,14073.61,8.32,3060.22,1.86,4.1,1.54,2351.36,6.51,3.4,2025-10-04T21:15:16.910993
SCM78558,2025-03-31T09:53:47,WH139,SUP2659,4.91,99.15,8,27337.65,0.951,3.29,0.895,0.985,3.5,89.15,5379.38,34619.15,7.49,2455.05,0.15,4.2,2.37,2141.26,20.89,3.9,2025-10-04T21:15:16.911050
SCM57589,2025-04-21T03:26:14,WH902,SUP8228,9.75,97.44,10,84580.56,0.946,6.3,0.898,0.982,4.9,85.16,27334.13,35804.59,10.26,17232.73,1.82,4.3,0.65,3279.46,11.62,3.2,2025-10-04T21:15:16.911108
SCM55297,2025-06-11T21:26:30,WH647,SUP1069,11.36,97.77,0,64248.48,0.978,3.28,0.913,0.981,3.8,96.58,45888.74,62543.39,9.54,8904.94,0.68,4.1,1.16,4830.52,12.88,4.3,2025-10-04T21:15:16.911165
SCM84935,2025-06-13T07:15:01,WH180,SUP4181,4.81,98.59,6,81685.74,0.939,4.52,0.916,0.962,4.2,97.55,23456.39,44848.26,9.11,8587.27,1.17,4.3,0.56,2098.34,14.84,3.0,2025-10-04T21:15:16.911222
SCM67137,2025-02-12T21:48:48,WH284,SUP4120,5.83,95.1,2,34585.2,0.966,3.77,0.907,0.99,4.8,86.45,5356.49,67465.05,6.04,14498.77,1.96,4.6,2.42,3359.74,20.28,3.5,2025-10-04T21:15:16.911288
SCM34870,2025-02-09T04:43:27,WH459,SUP8276,9.55,97.75,2,88977.89,0.976,3.46,0.881,0.98,4.6,85.79,37871.45,88686.58,11.69,15397.55,0.44,4.3,2.49,4112.03,5.52,4.8,2025-10-04T21:15:16.911348
SCM63324,2025-04-09T16:07:14,WH268,SUP4790,5.85,98.64,7,38215.49,0.965,7.29,0.92,0.955,3.9,86.09,37878.86,39853.09,9.36,13913.35,1.84,4.5,0.9,3797.6,21.41,4.1,2025-10-04T21:15:16.911407
SCM90383,2025-02-03T08:43:13,WH576,SUP8687,11.51,95.05,0,80742.11,0.973,2.15,0.912,0.961,4.0,91.58,35720.94,97336.57,10.76,12945.82,0.7,4.1,2.83,1468.26,23.11,3.6,2025-10-04T21:15:16.911466
SCM66607,2025-05-03T14:02:03,WH754,SUP8351,10.6,96.26,7,32008.96,0.945,3.36,0.911,0.97,5.0,90.66,41510.28,75545.1,8.07,11167.32,1.84,4.1,2.95,1072.09,6.41,4.2,2025-10-04T21:15:16.911525
SCM78880,2025-06-08T20:24:04,WH257,SUP1396,7.07,98.68,4,56278.4,0.972,6.43,0.891,0.963,4.3,93.89,44672.17,50862.44,9.04,6078.62,1.73,4.1,0.73,4901.43,8.87,3.6,2025-10-04T21:15:16.911594
SCM63515,2025-06-14T19:23:33,WH982,SUP5068,7.01,98.25,7,32548.5,0.981,5.65,0.967,0.968,4.1,85.03,23453.07,35441.01,6.13,3984.75,1.09,4.5,1.45,6566.87,9.65,4.7,2025-10-04T21:15:16.911653
SCM34520,2025-05-01T00:30:43,WH473,SUP3136,6.39,96.51,6,67839.9,0.96,8.01,0.888,0.984,3.5,90.14,38482.26,32029.93,11.0,3344.79,1.64,4.7,1.2,9900.22,21.35,3.2,2025-10-04T21:15:16.911720
SCM10741,2025-02-19T00:47:10,WH869,SUP7361,7.25,97.79,4,81515.09,0.959,2.51,0.962,0.967,4.9,91.98,16367.0,94966.14,7.14,14045.74,1.36,4.7,1.57,6247.91,10.13,4.6,2025-10-04T21:15:16.911779
SCM28403,2025-05-16T03:33:01,WH874,SUP1187,7.89,95.66,9,12566.61,0.979,3.58,0.901,0.975,4.4,90.73,27030.77,75809.26,11.26,11759.22,0.65,4.7,2.06,7129.78,15.33,4.3,2025-10-04T21:15:16.911836
SCM38223,2025-03-11T13:07:28,WH487,SUP7830,6.24,96.32,7,82932.49,0.956,7.85,0.887,0.964,3.9,85.43,34443.61,91273.91,9.0,2616.66,1.52,4.8,1.82,9127.56,12.43,4.6,2025-10-04T21:15:16.911900
SCM76717,2025-03-31T04:40:58,WH599,SUP6753,10.29,96.0,6,68877.96,0.929,7.36,0.901,0.964,3.8,92.51,25345.33,27783.86,9.71,17181.95,1.7,4.2,0.52,1767.2,11.48,4.3,2025-10-04T21:15:16.911959
SCM47366,2025-03-14T23:01:43,WH769,SUP9156,4.18,96.44,1,93214.87,0.931,7.06,0.919,0.96,4.1,96.74,39514.89,19228.62,10.07,17620.39,1.67,4.3,2.49,9073.05,21.97,4.8,2025-10-04T21:15:16.912017
SCM96576,2025-04-03T21:09:25,WH514,SUP7516,9.87,95.62,8,94946.92,0.928,5.28,0.913,0.952,5.0,88.0,26336.88,88605.91,8.23,13068.3,1.42,4.8,0.86,3270.37,7.51,3.4,2025-10-04T21:15:16.912079
SCM85840,2025-06-17T12:03:49,WH140,SUP1140,9.72,95.47,7,38877.56,0.95,2.0,0.932,0.982,4.2,91.77,43552.91,33750.89,10.56,3949.12,1.4,4.1,2.08,6451.77,12.01,3.1,2025-10-04T21:15:16.912138
SCM40568,2025-06-25T18:06:20,WH190,SUP6110,7.9,97.72,0,92702.98,0.984,8.42,0.927,0.957,3.9,93.7,38046.52,49100.7,8.38,9850.17,1.4,4.8,0.51,9050.22,20.84,3.4,2025-10-04T21:15:16.912196
SCM53147,2025-06-07T04:07:33,WH751,SUP4012,9.46,96.74,0,90505.28,0.989,6.22,0.963,0.963,4.0,90.81,26062.48,14358.04,11.61,13179.52,1.3,4.3,1.19,6571.87,8.35,3.6,2025-10-04T21:15:16.912255
SCM42190,2025-03-08T16:10:35,WH867,SUP9215,6.08,96.08,8,49842.7,0.981,7.12,0.888,0.981,4.2,91.98,37686.97,78657.42,6.74,11744.56,0.41,4.0,1.15,6270.02,18.08,4.5,2025-10-04T21:15:16.912313
SCM90736,2025-04-02T06:00:34,WH433,SUP8726,10.44,96.53,3,60868.55,0.925,6.32,0.892,0.99,4.0,91.99,13645.34,19379.34,10.13,13236.94,0.88,4.3,1.92,5809.9,21.24,4.2,2025-10-04T21:15:16.912370
SCM14760,2025-05-16T10:24:30,WH628,SUP1837,10.51,98.3,3,49803.23,0.944,5.06,0.888,0.956,4.1,97.56,17300.4,90157.84,9.6,9260.45,0.1,4.3,1.84,5059.83,14.93,4.1,2025-10-04T21:15:16.912428
SCM69139,2025-02-22T05:33:52,WH894,SUP4752,5.13,95.53,9,97615.71,0.987,5.28,0.902,0.986,5.0,88.97,20595.44,28104.23,6.74,12913.71,0.92,4.7,1.0,6152.16,7.77,4.9,2025-10-04T21:15:16.912495
SCM53585,2025-02-11T21:23:43,WH277,SUP1747,6.68,96.36,10,90556.8,0.972,4.28,0.904,0.988,5.0,96.11,24887.05,72906.47,7.15,17538.47,0.23,4.6,2.66,9585.83,9.94,4.1,2025-10-04T21:15:16.912554
SCM22508,2025-06-02T00:10:44,WH829,SUP1079,5.62,98.48,6,33641.6,0.94,7.36,0.944,0.971,4.8,91.56,24448.26,87151.57,7.7,9416.94,0.88,4.8,2.88,9842.02,20.08,3.8,2025-10-04T21:15:16.912612
SCM69956,2025-06-16T16:09:57,WH570,SUP9711,11.96,95.25,0,87907.28,0.934,9.61,0.888,0.975,4.2,89.02,27441.1,98751.24,9.27,18902.45,1.21,4.9,0.75,5144.37,8.34,3.7,2025-10-04T21:15:16.912669
SCM96864,2025-05-30T17:54:34,WH624,SUP1907,9.94,99.33,4,24119.82,0.932,6.08,0.94,0.963,4.4,88.06,31813.78,94990.84,8.88,16556.55,0.29,4.5,1.74,7327.08,18.0,4.2,2025-10-04T21:15:16.912726
SCM73656,2025-04-05T06:09:39,WH186,SUP4738,8.43,98.02,2,52817.8,0.923,9.05,0.886,0.973,4.4,88.96,21645.12,39655.4,11.71,16910.23,0.63,4.2,1.16,2086.11,9.31,4.2,2025-10-04T21:15:16.912784
SCM88449,2025-06-08T17:35:07,WH554,SUP4630,4.55,96.82,10,18032.68,0.942,9.68,0.961,0.961,4.5,95.29,29982.3,44133.4,10.67,11373.06,0.24,4.1,2.96,2628.07,22.97,3.1,2025-10-04T21:15:16.912842
SCM70406,2025-04-16T10:08:01,WH865,SUP5717,5.09,95.98,8,25189.74,0.983,9.86,0.891,0.984,3.5,94.04,36507.05,31880.57,10.74,17819.58,1.33,4.9,1.04,2110.09,13.75,3.9,2025-10-04T21:15:16.912909
SCM10566,2025-03-17T18:11:53,WH531,SUP6390,11.63,95.85,4,90652.5,0.967,3.93,0.946,0.968,3.8,92.59,20202.23,28799.77,10.64,17546.27,0.3,4.7,2.24,8914.98,18.1,3.2,2025-10-04T21:15:16.912967
SCM27938,2025-04-23T01:15:29,WH679,SUP7698,6.3,96.42,7,10255.22,0.963,6.99,0.892,0.98,4.4,96.89,12215.56,18536.61,9.44,14165.87,0.17,4.2,0.95,9541.29,23.18,4.1,2025-10-04T21:15:16.913023
SCM52225,2025-03-10T15:22:11,WH215,SUP2950,5.1,97.6,7,32861.25,0.93,5.73,0.926,0.972,3.8,89.61,43484.91,82957.3,6.1,7022.48,1.78,4.8,1.59,4540.61,9.62,4.1,2025-10-04T21:15:16.913079
SCM43423,2025-05-17T21:05:27,WH980,SUP1015,4.75,97.27,4,74175.54,0.953,6.94,0.892,0.968,4.5,93.29,38682.89,27634.43,7.18,16038.23,1.37,4.7,0.69,9489.78,5.15,3.0,2025-10-04T21:15:16.913143
SCM44911,2025-02-07T00:29:03,WH286,SUP1953,7.7,99.19,8,34683.79,0.975,4.88,0.887,0.954,4.6,95.91,30649.36,73066.6,9.4,5596.38,0.7,4.2,1.54,5629.89,16.5,4.9,2025-10-04T21:15:16.913201
SCM36933,2025-04-05T12:14:04,WH631,SUP1406,9.33,98.2,9,73888.76,0.959,8.93,0.913,0.958,4.6,85.25,45605.56,66683.1,6.5,18763.4,0.47,4.1,1.51,7892.05,19.59,4.4,2025-10-04T21:15:16.913263
SCM57717,2025-04-25T03:19:09,WH121,SUP3905,11.44,97.83,6,12275.56,0.959,8.77,0.958,0.96,3.7,97.79,7823.59,14636.26,8.59,13381.42,1.33,4.4,2.25,6028.12,9.13,4.8,2025-10-04T21:15:16.913341
SCM37231,2025-03-06T17:48:09,WH969,SUP4280,8.32,99.18,3,62259.23,0.962,9.1,0.906,0.981,4.6,91.86,35195.5,14817.02,9.59,11081.79,0.82,4.3,2.13,5882.2,12.78,4.6,2025-10-04T21:15:16.914322
SCM47732,2025-06-07T09:05:18,WH323,SUP4520,7.85,97.19,5,29997.34,0.981,6.54,0.957,0.963,4.3,92.38,48949.66,12736.46,7.07,18450.57,0.7,4.6,1.92,1501.3,21.26,4.0,2025-10-04T21:15:16.914512
SCM17721,2025-04-15T19:01:05,WH796,SUP1534,10.34,95.45,0,56651.17,0.96,6.85,0.891,0.963,4.7,96.73,43695.03,31648.58,10.15,14677.23,1.78,4.7,2.16,5487.15,18.65,3.6,2025-10-04T21:15:16.914671
SCM34987,2025-05-07T15:40:23,WH128,SUP5031,8.7,99.46,5,75334.22,0.936,5.07,0.926,0.955,4.5,97.29,44491.61,14100.28,10.4,9255.05,1.75,4.5,1.35,3739.83,20.92,3.6,2025-10-04T21:15:16.914802
SCM75127,2025-03-26T01:25:37,WH991,SUP1961,8.77,97.08,10,62064.08,0.935,7.77,0.924,0.987,4.8,87.41,16320.47,27000.39,11.46,8881.16,1.69,4.3,1.3,3880.52,22.77,4.0,2025-10-04T21:15:16.914886
SCM79156,2025-04-23T02:13:05,WH759,SUP1432,6.77,98.05,3,28536.25,0.934,5.16,0.929,0.984,4.8,90.88,48686.84,75850.01,9.05,14437.17,0.5,4.0,2.84,7060.28,17.1,4.1,2025-10-04T21:15:16.914971
SCM62591,2025-04-17T11:29:29,WH654,SUP4879,11.05,95.46,4,84688.97,0.976,4.41,0.892,0.978,4.8,89.0,24866.39,12553.68,10.05,2261.32,1.75,4.7,2.68,5250.13,19.56,4.7,2025-10-04T21:15:16.915032
SCM11787,2025-03-28T17:39:45,WH828,SUP9386,5.29,97.89,4,45227.1,0.985,7.71,0.939,0.967,4.6,92.8,22269.23,34964.54,11.08,17371.2,0.45,4.4,1.3,2957.07,10.28,3.3,2025-10-04T21:15:16.915091
SCM43942,2025-02-11T22:55:59,WH678,SUP9213,6.9,97.62,3,10107.22,0.937,6.94,0.967,0.984,3.9,86.09,30353.87,59236.68,11.41,13818.85,1.67,4.5,1.43,7772.95,14.78,4.1,2025-10-04T21:15:16.915154
SCM52854,2025-04-29T02:12:59,WH163,SUP9841,4.57,99.48,0,35687.47,0.931,4.74,0.915,0.953,3.6,91.67,26493.93,74796.48,11.25,3687.93,0.64,4.6,1.4,7090.11,9.07,3.9,2025-10-04T21:15:16.915259
SCM82838,2025-03-15T22:31:30,WH250,SUP8587,6.32,99.3,7,38169.29,0.967,5.32,0.952,0.957,4.6,95.56,11572.98,14287.96,11.86,6132.55,0.42,4.3,2.41,4684.03,9.45,3.2,2025-10-04T21:15:16.915359
SCM53559,2025-04-24T13:56:08,WH404,SUP7950,7.03,98.96,6,58704.16,0.98,4.9,0.941,0.985,3.5,94.16,21923.26,88153.82,7.16,7862.85,1.84,4.7,2.3,6439.53,11.44,3.2,2025-10-04T21:15:16.915459
